,Time,Open,High,Low,Close,Volume,Buy,Sell,oi
0,2020-05-20 09:05:00,63.3,63.3,63.3,63.3,0,4694,22040,0
1,2020-05-20 09:07:00,63.3,64.6,63.3,64.6,201,10467,45179,0
2,2020-05-20 09:18:00,64.15,64.15,64.15,64.15,323,5633,22476,0
3,2020-05-20 09:59:00,64.5,64.5,64.5,64.5,3253,12166,8165,0
4,2020-05-20 10:20:00,64.4,64.4,64.4,64.4,4826,10884,9225,0
5,2020-05-20 10:31:00,64.35,64.35,64.35,64.35,4056,11031,9505,0
6,2020-05-20 11:21:00,64.0,64.0,64.0,64.0,4818,12946,11033,0
7,2020-05-20 11:24:00,64.0,64.0,64.0,64.0,5158,24952,20887,0
8,2020-05-20 11:26:00,64.0,64.0,63.75,63.75,4947,25283,21389,0
9,2020-05-20 11:27:00,63.75,63.75,63.75,63.75,4947,12807,10775,0
10,2020-05-20 11:28:00,63.75,63.75,63.75,63.75,5158,25614,21493,0
11,2020-05-20 11:29:00,64.0,64.0,64.0,64.0,5208,13749,10661,0
12,2020-05-20 11:30:00,64.0,64.0,64.0,64.0,4997,13754,10730,0
13,2020-05-20 11:34:00,64.0,64.0,64.0,64.0,5328,25764,21354,0
14,2020-05-20 11:35:00,64.0,64.0,64.0,64.0,5528,12892,10693,0
15,2020-05-20 12:09:00,63.0,63.0,63.0,63.0,9510,16478,11429,0
16,2020-05-20 12:18:00,63.0,63.0,63.0,63.0,10772,17625,11532,0
17,2020-05-20 12:36:00,63.0,63.0,63.0,63.0,7680,17903,11488,0
18,2020-05-20 12:39:00,63.0,63.0,63.0,63.0,6420,17403,11485,0
19,2020-05-20 12:40:00,63.0,63.0,63.0,63.0,9512,18903,11485,0
20,2020-05-20 12:52:00,63.55,63.55,63.55,63.55,12499,17830,10366,0
21,2020-05-20 13:41:00,63.8,63.8,63.8,63.8,10670,16542,12461,0
22,2020-05-20 13:42:00,63.8,63.8,63.8,63.8,7683,16566,12461,0
23,2020-05-20 13:43:00,63.8,63.8,63.8,63.8,12499,49685,37656,0
24,2020-05-20 13:44:00,63.8,63.8,63.8,63.8,7883,49721,37474,0
25,2020-05-20 13:46:00,63.8,63.8,63.8,63.8,7883,16540,12463,0
26,2020-05-20 13:52:00,63.6,63.6,63.6,63.6,13679,16501,11451,0
27,2020-05-20 14:05:00,63.55,63.55,63.55,63.55,14405,16758,11496,0
28,2020-05-20 14:09:00,63.6,63.6,63.6,63.6,9009,16623,11346,0
29,2020-05-20 14:18:00,64.1,64.1,64.1,64.1,9395,16457,10058,0
30,2020-05-20 14:27:00,64.0,64.0,64.0,64.0,15695,16463,10214,0
31,2020-05-20 15:22:00,62.7,62.7,62.7,62.7,20132,16571,10257,0
32,2020-05-20 15:23:00,62.95,62.95,62.95,62.95,14155,16558,10218,0
33,2020-05-20 15:25:00,63.0,63.0,63.0,63.0,9732,16647,10195,0
